email,genero,faixa_etaria,escolaridade_categoria,renda_media,profissao_categoria,onde_acompanha_conteudo,nivel_idioma,fala_outro_idioma_categoria,motivo_fluencia_espanhol_categoria,problema_aprender_categoria,investir_portal_vhe,tempo_antes_redes_sociais,fez_curso_espanhol,ouviu_falar_portal_vhe,lancamentos,leadscore_estimado_total,faixa_predita_por_regressao,possivel_comprador_regressivo
lead2905@exemplo.com,Feminino,18 - 24,Pós-graduação completa,Mais de 10.000,Empreendedorismo,Outros,Avançado,Inglês Básico,Pessoal,Outros,Não,>6 meses,Sim,Sim,L2-25,3361.92,C,False
lead2906@exemplo.com,Feminino,+55,Médio incompleto,De 2.500 a 5.000,Saúde,Facebook,Avançado,Não Fala Outro Idioma,Trabalho,Falta de disciplina / foco,Não,3-6 meses,Sim,Sim,L2-25,3397.37,C,False
lead2907@exemplo.com,Feminino,44 - 55,Médio incompleto,Mais de 10.000,Vendas,Instagram,Intermediário,Inglês Básico,Viagem,Falta de disciplina / foco,Não,1-3 meses,Sim,Não,L2-25,3014.76,C,False
lead2908@exemplo.com,Feminino,35 - 44,Superior completo,De 1.500 a 2.500,Administrativo,Não acompanhava,Iniciante (voltando),Inglês Intermediário ou Avançado,Todas Alternativas Acima,Nada impede,Não,1-3 meses,Não,Sim,L2-25,2909.36,C,False
lead2909@exemplo.com,Feminino,25 - 34,Médio incompleto,De 5.000 a 10.000,Outros,Instagram,Intermediário,Inglês Básico,Intercâmbio,Falta de prática / escuta,Não,3-6 meses,Sim,Sim,L2-25,2833.59,C,False
lead2910@exemplo.com,Masculino,44 - 55,Médio incompleto,Não tenho renda.,Empreendedorismo,Instagram,Iniciante (voltando),Inglês Intermediário ou Avançado,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Não,Não,L2-25,2327.71,D,False
lead2911@exemplo.com,Masculino,18 - 24,Superior completo,De 2.500 a 5.000,Outros,YouTube,Avançado,Outros,Intercâmbio,Nada impede,Não,<1 mês,Não,Não,L2-25,2278.25,D,False
lead2912@exemplo.com,Feminino,18 - 24,Fundamental completo,De 2.500 a 5.000,CLT,Não acompanhava,Perdido,Inglês Intermediário ou Avançado,Trabalho,Falta de disciplina / foco,Sim,>6 meses,Não,Não,L2-25,2422.93,D,False
lead2913@exemplo.com,Feminino,18 - 24,Fundamental completo,De 1.500 a 2.500,Saúde,Instagram,Intermediário,Inglês Básico,Pessoal,Nada impede,Não,3-6 meses,Não,Não,L2-25,2519.43,D,False
lead2914@exemplo.com,Feminino,18 - 24,Fundamental completo,De 2.500 a 5.000,Outros,Outros,Intermediário,Outros,Trabalho,Falta de curso presencial / professor ao vivo,Não,1-3 meses,Não,Não,L2-25,2688.78,C,False
lead2915@exemplo.com,Feminino,44 - 55,Médio completo,Até 1.500,Outros,Outros,Intermediário,Outros,Todas Alternativas Acima,Falta de disciplina / foco,Não,<1 mês,Não,Não,L2-25,2471.54,D,False
lead2916@exemplo.com,Masculino,25 - 34,Pós-graduação completa,Não tenho renda.,Vendas,Outros,Avançado,Inglês Básico,Viagem,Falta de disciplina / foco,Não,3-6 meses,Sim,Não,L2-25,2436.74,D,False
lead2917@exemplo.com,Masculino,+55,Pós-graduação completa,Até 1.500,Tecnologia,Não acompanhava,Avançado,Outros,Intercâmbio,Falta de prática / escuta,Não,3-6 meses,Não,Sim,L2-25,2195.48,D,False
lead2918@exemplo.com,Feminino,25 - 34,Médio completo,Até 1.500,Docência,YouTube,Intermediário,Não Fala Outro Idioma,Viagem,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Sim,Não,L2-25,3528.7,B,True
lead2919@exemplo.com,Masculino,18 - 24,Pós-graduação completa,De 1.500 a 2.500,Empreendedorismo,Não acompanhava,Avançado,Inglês Básico,Pessoal,Outros,Sim,<1 mês,Não,Sim,L2-25,1935.3,D,False
lead2920@exemplo.com,Masculino,18 - 24,Pós-graduação completa,De 2.500 a 5.000,Outros,Outros,Intermediário,Não Fala Outro Idioma,Pessoal,Nada impede,Não,1-3 meses,Não,Sim,L2-25,3207.23,C,False
lead2921@exemplo.com,Feminino,44 - 55,Superior incompleto,Mais de 10.000,Saúde,Facebook,Intermediário,Inglês Básico,Viagem,Falta de prática / escuta,Não,1-3 meses,Sim,Não,L2-25,3068.17,C,False
lead2922@exemplo.com,Masculino,35 - 44,Superior completo,Não tenho renda.,Saúde,Instagram,Iniciante (voltando),Não Fala Outro Idioma,Trabalho,Nada impede,Sim,<1 mês,Não,Não,L2-25,2948.3,C,False
lead2923@exemplo.com,Feminino,+55,Fundamental completo,Mais de 10.000,Docência,Facebook,Avançado,Não Fala Outro Idioma,Intercâmbio,Falta de prática / escuta,Não,3-6 meses,Sim,Sim,L2-25,3901.97,B,True
lead2924@exemplo.com,Feminino,44 - 55,Superior completo,Até 1.500,Docência,Instagram,Iniciante (voltando),Inglês Básico,Todas Alternativas Acima,Nada impede,Sim,3-6 meses,Sim,Sim,L2-25,2627.02,D,False
lead2925@exemplo.com,Feminino,+55,Superior incompleto,De 5.000 a 10.000,Saúde,Não acompanhava,Iniciante (voltando),Não Fala Outro Idioma,Pessoal,Outros,Sim,3-6 meses,Não,Não,L2-25,3635.38,B,True
lead2926@exemplo.com,Masculino,35 - 44,Fundamental completo,Até 1.500,CLT,Instagram,Intermediário,Inglês Básico,Intercâmbio,Outros,Não,<1 mês,Sim,Não,L2-25,2031.43,D,False
lead2927@exemplo.com,Feminino,25 - 34,Fundamental completo,Não tenho renda.,Empreendedorismo,YouTube,Intermediário,Não Fala Outro Idioma,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Sim,3-6 meses,Sim,Não,L2-25,3402.29,C,False
lead2928@exemplo.com,Masculino,25 - 34,Superior incompleto,De 2.500 a 5.000,Administrativo,Não acompanhava,Perdido,Não Fala Outro Idioma,Todas Alternativas Acima,Outros,Não,3-6 meses,Não,Sim,L2-25,2989.86,C,False
lead2929@exemplo.com,Masculino,35 - 44,Superior incompleto,Não tenho renda.,Tecnologia,YouTube,Perdido,Outros,Trabalho,Falta de curso presencial / professor ao vivo,Não,<1 mês,Não,Sim,L2-25,2090.07,D,False
lead2930@exemplo.com,Masculino,+55,Médio incompleto,De 5.000 a 10.000,CLT,Não acompanhava,Iniciante (voltando),Inglês Básico,Todas Alternativas Acima,Nada impede,Não,<1 mês,Sim,Não,L2-25,2222.13,D,False
lead2931@exemplo.com,Feminino,+55,Superior completo,Não tenho renda.,Outros,Facebook,Intermediário,Não Fala Outro Idioma,Viagem,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Não,Sim,L2-25,3325.67,C,False
lead2932@exemplo.com,Feminino,+55,Fundamental completo,Até 1.500,Saúde,Facebook,Intermediário,Outros,Viagem,Nada impede,Não,1-3 meses,Não,Não,L2-25,2519.76,D,False
lead2933@exemplo.com,Masculino,18 - 24,Superior incompleto,De 5.000 a 10.000,Empreendedorismo,Outros,Avançado,Inglês Básico,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,<1 mês,Não,Não,L2-25,2206.81,D,False
lead2934@exemplo.com,Masculino,+55,Superior completo,De 5.000 a 10.000,Empreendedorismo,Não acompanhava,Intermediário,Inglês Intermediário ou Avançado,Trabalho,Nada impede,Não,>6 meses,Não,Sim,L2-25,2702.21,C,False
lead2935@exemplo.com,Masculino,18 - 24,Médio completo,Até 1.500,Empreendedorismo,YouTube,Avançado,Inglês Intermediário ou Avançado,Trabalho,Falta de curso presencial / professor ao vivo,Não,<1 mês,Sim,Não,L2-25,2244.45,D,False
lead2936@exemplo.com,Feminino,+55,Pós-graduação completa,De 1.500 a 2.500,Tecnologia,YouTube,Intermediário,Não Fala Outro Idioma,Pessoal,Outros,Sim,3-6 meses,Não,Não,L2-25,3679.49,B,True
lead2937@exemplo.com,Masculino,35 - 44,Médio incompleto,Não tenho renda.,CLT,Instagram,Perdido,Outros,Trabalho,Falta de prática / escuta,Não,1-3 meses,Sim,Não,L2-25,2034.48,D,False
lead2938@exemplo.com,Feminino,25 - 34,Médio incompleto,De 2.500 a 5.000,Tecnologia,Não acompanhava,Avançado,Outros,Todas Alternativas Acima,Falta de disciplina / foco,Sim,>6 meses,Sim,Sim,L2-25,2533.07,D,False
lead2939@exemplo.com,Feminino,18 - 24,Superior incompleto,Mais de 10.000,Administrativo,Facebook,Intermediário,Outros,Todas Alternativas Acima,Falta de prática / escuta,Sim,>6 meses,Não,Não,L2-25,2898.67,C,False
lead2940@exemplo.com,Feminino,+55,Pós-graduação completa,Mais de 10.000,Administrativo,Facebook,Perdido,Outros,Viagem,Falta de disciplina / foco,Sim,1-3 meses,Não,Sim,L2-25,3657.13,B,True
lead2941@exemplo.com,Masculino,44 - 55,Fundamental completo,De 5.000 a 10.000,CLT,YouTube,Perdido,Inglês Básico,Todas Alternativas Acima,Outros,Sim,3-6 meses,Não,Sim,L2-25,2334.64,D,False
lead2942@exemplo.com,Masculino,25 - 34,Superior incompleto,De 2.500 a 5.000,Vendas,Instagram,Perdido,Outros,Intercâmbio,Falta de disciplina / foco,Sim,1-3 meses,Sim,Sim,L2-25,2246.28,D,False
lead2943@exemplo.com,Masculino,+55,Superior incompleto,De 2.500 a 5.000,Administrativo,YouTube,Perdido,Não Fala Outro Idioma,Pessoal,Falta de disciplina / foco,Sim,1-3 meses,Sim,Não,L2-25,3012.15,C,False
lead2944@exemplo.com,Masculino,18 - 24,Superior completo,De 2.500 a 5.000,Saúde,Instagram,Iniciante (voltando),Outros,Todas Alternativas Acima,Falta de disciplina / foco,Não,<1 mês,Sim,Sim,L2-25,2321.24,D,False
lead2945@exemplo.com,Masculino,+55,Médio incompleto,Não tenho renda.,Docência,Facebook,Perdido,Inglês Intermediário ou Avançado,Viagem,Falta de disciplina / foco,Não,1-3 meses,Sim,Sim,L2-25,2261.49,D,False
lead2946@exemplo.com,Feminino,25 - 34,Médio incompleto,De 2.500 a 5.000,Docência,Não acompanhava,Intermediário,Outros,Viagem,Nada impede,Não,3-6 meses,Não,Sim,L2-25,2641.08,D,False
lead2947@exemplo.com,Masculino,+55,Fundamental completo,Até 1.500,Vendas,Instagram,Avançado,Outros,Trabalho,Falta de disciplina / foco,Não,>6 meses,Sim,Sim,L2-25,1912.13,D,False
lead2948@exemplo.com,Masculino,25 - 34,Médio incompleto,Não tenho renda.,Vendas,Outros,Iniciante (voltando),Inglês Intermediário ou Avançado,Intercâmbio,Outros,Sim,3-6 meses,Sim,Sim,L2-25,2348.73,D,False
lead2949@exemplo.com,Feminino,+55,Médio completo,Até 1.500,CLT,Não acompanhava,Perdido,Inglês Intermediário ou Avançado,Trabalho,Falta de disciplina / foco,Não,1-3 meses,Não,Sim,L2-25,2633.74,D,False
lead2950@exemplo.com,Masculino,+55,Médio completo,De 5.000 a 10.000,Saúde,Facebook,Iniciante (voltando),Inglês Básico,Pessoal,Falta de prática / escuta,Sim,1-3 meses,Sim,Sim,L2-25,2353.01,D,False
lead2951@exemplo.com,Feminino,18 - 24,Superior completo,De 2.500 a 5.000,Empreendedorismo,Instagram,Intermediário,Inglês Intermediário ou Avançado,Pessoal,Outros,Não,1-3 meses,Não,Sim,L2-25,3117.12,C,False
lead2952@exemplo.com,Feminino,35 - 44,Superior incompleto,Não tenho renda.,Saúde,Outros,Avançado,Inglês Intermediário ou Avançado,Pessoal,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Não,Não,L2-25,2684.0,C,False
lead2953@exemplo.com,Feminino,25 - 34,Superior completo,De 5.000 a 10.000,Empreendedorismo,Não acompanhava,Iniciante (voltando),Não Fala Outro Idioma,Todas Alternativas Acima,Falta de prática / escuta,Não,<1 mês,Sim,Não,L2-25,3888.12,B,True
lead2954@exemplo.com,Masculino,25 - 34,Superior completo,De 2.500 a 5.000,Docência,YouTube,Avançado,Inglês Intermediário ou Avançado,Viagem,Nada impede,Não,>6 meses,Sim,Sim,L2-25,2651.19,C,False
lead2955@exemplo.com,Feminino,18 - 24,Pós-graduação completa,De 1.500 a 2.500,Tecnologia,Facebook,Iniciante (voltando),Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Sim,Não,L2-25,3204.33,C,False
lead2956@exemplo.com,Feminino,+55,Fundamental completo,Até 1.500,Outros,Não acompanhava,Intermediário,Inglês Básico,Viagem,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Sim,Sim,L2-25,2489.54,D,False
lead2957@exemplo.com,Feminino,35 - 44,Médio completo,De 5.000 a 10.000,Empreendedorismo,Não acompanhava,Perdido,Inglês Básico,Intercâmbio,Nada impede,Sim,1-3 meses,Não,Sim,L2-25,2687.48,C,False
lead2958@exemplo.com,Masculino,18 - 24,Médio completo,De 2.500 a 5.000,Vendas,YouTube,Perdido,Inglês Intermediário ou Avançado,Trabalho,Falta de disciplina / foco,Sim,1-3 meses,Não,Não,L2-25,2465.18,D,False
lead2959@exemplo.com,Feminino,18 - 24,Médio incompleto,Mais de 10.000,CLT,Instagram,Iniciante (voltando),Outros,Viagem,Falta de prática / escuta,Sim,1-3 meses,Sim,Não,L2-25,2813.22,C,False
lead2960@exemplo.com,Feminino,18 - 24,Fundamental completo,De 5.000 a 10.000,Saúde,YouTube,Perdido,Inglês Básico,Trabalho,Falta de prática / escuta,Não,<1 mês,Sim,Sim,L2-25,2632.04,D,False
lead2961@exemplo.com,Feminino,+55,Médio incompleto,Mais de 10.000,Tecnologia,Não acompanhava,Intermediário,Não Fala Outro Idioma,Intercâmbio,Nada impede,Sim,<1 mês,Não,Não,L2-25,3785.81,B,True
lead2962@exemplo.com,Masculino,18 - 24,Superior incompleto,De 5.000 a 10.000,CLT,Facebook,Intermediário,Não Fala Outro Idioma,Intercâmbio,Outros,Não,>6 meses,Não,Sim,L2-25,3089.98,C,False
lead2963@exemplo.com,Feminino,44 - 55,Médio completo,Mais de 10.000,Tecnologia,Facebook,Intermediário,Outros,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,1-3 meses,Sim,Não,L2-25,3116.11,C,False
lead2964@exemplo.com,Masculino,18 - 24,Médio completo,Mais de 10.000,CLT,Instagram,Avançado,Não Fala Outro Idioma,Pessoal,Falta de prática / escuta,Não,<1 mês,Não,Não,L2-25,3356.71,C,False
lead2965@exemplo.com,Feminino,18 - 24,Pós-graduação completa,De 5.000 a 10.000,Docência,Facebook,Avançado,Outros,Todas Alternativas Acima,Falta de prática / escuta,Sim,>6 meses,Sim,Sim,L2-25,3095.63,C,False
lead2966@exemplo.com,Feminino,25 - 34,Médio completo,De 1.500 a 2.500,Empreendedorismo,Não acompanhava,Perdido,Inglês Básico,Todas Alternativas Acima,Falta de prática / escuta,Sim,<1 mês,Sim,Não,L2-25,2481.86,D,False
lead2967@exemplo.com,Masculino,25 - 34,Fundamental completo,De 5.000 a 10.000,Vendas,Não acompanhava,Intermediário,Outros,Trabalho,Outros,Não,>6 meses,Sim,Não,L2-25,2380.43,D,False
lead2968@exemplo.com,Feminino,18 - 24,Superior completo,De 1.500 a 2.500,CLT,Instagram,Iniciante (voltando),Inglês Intermediário ou Avançado,Viagem,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Não,Não,L2-25,2865.81,C,False
lead2969@exemplo.com,Feminino,25 - 34,Fundamental completo,Não tenho renda.,Empreendedorismo,Facebook,Iniciante (voltando),Inglês Básico,Todas Alternativas Acima,Falta de prática / escuta,Sim,>6 meses,Não,Não,L2-25,2480.0,D,False
lead2970@exemplo.com,Feminino,44 - 55,Pós-graduação completa,Até 1.500,CLT,Não acompanhava,Intermediário,Outros,Todas Alternativas Acima,Nada impede,Sim,1-3 meses,Não,Sim,L2-25,3023.79,C,False
lead2971@exemplo.com,Masculino,25 - 34,Superior incompleto,De 1.500 a 2.500,Empreendedorismo,YouTube,Iniciante (voltando),Outros,Todas Alternativas Acima,Falta de disciplina / foco,Não,3-6 meses,Não,Sim,L2-25,2173.6,D,False
lead2972@exemplo.com,Masculino,18 - 24,Superior completo,De 5.000 a 10.000,Outros,Facebook,Perdido,Inglês Básico,Trabalho,Falta de curso presencial / professor ao vivo,Não,1-3 meses,Sim,Não,L2-25,2324.22,D,False
lead2973@exemplo.com,Masculino,35 - 44,Superior incompleto,Até 1.500,Tecnologia,Facebook,Perdido,Inglês Básico,Intercâmbio,Outros,Sim,<1 mês,Sim,Sim,L2-25,1971.36,D,False
lead2974@exemplo.com,Masculino,18 - 24,Fundamental completo,De 5.000 a 10.000,Administrativo,Facebook,Perdido,Inglês Básico,Intercâmbio,Falta de prática / escuta,Não,>6 meses,Não,Sim,L2-25,2309.13,D,False
lead2975@exemplo.com,Feminino,18 - 24,Fundamental completo,De 5.000 a 10.000,Saúde,YouTube,Intermediário,Inglês Básico,Viagem,Falta de prática / escuta,Sim,3-6 meses,Não,Não,L2-25,2734.76,C,False
lead2976@exemplo.com,Feminino,+55,Superior completo,De 5.000 a 10.000,CLT,Instagram,Avançado,Outros,Trabalho,Falta de disciplina / foco,Sim,1-3 meses,Não,Não,L2-25,2813.6,C,False
lead2977@exemplo.com,Masculino,44 - 55,Médio incompleto,Mais de 10.000,Saúde,Outros,Perdido,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Não,<1 mês,Não,Não,L2-25,3032.74,C,False
lead2978@exemplo.com,Feminino,44 - 55,Médio completo,De 1.500 a 2.500,Docência,Facebook,Intermediário,Inglês Intermediário ou Avançado,Pessoal,Nada impede,Sim,<1 mês,Sim,Sim,L2-25,2979.36,C,False
lead2979@exemplo.com,Feminino,35 - 44,Médio incompleto,Não tenho renda.,Tecnologia,YouTube,Perdido,Inglês Básico,Trabalho,Outros,Não,1-3 meses,Não,Não,L2-25,2331.13,D,False
lead2980@exemplo.com,Feminino,18 - 24,Médio completo,De 1.500 a 2.500,Administrativo,Facebook,Iniciante (voltando),Outros,Todas Alternativas Acima,Outros,Não,>6 meses,Sim,Sim,L2-25,2490.77,D,False
lead2981@exemplo.com,Feminino,25 - 34,Superior incompleto,De 2.500 a 5.000,Docência,Instagram,Iniciante (voltando),Não Fala Outro Idioma,Viagem,Outros,Sim,>6 meses,Não,Não,L2-25,3644.75,B,True
lead2982@exemplo.com,Masculino,+55,Médio completo,Mais de 10.000,Tecnologia,Facebook,Avançado,Não Fala Outro Idioma,Pessoal,Falta de prática / escuta,Não,<1 mês,Sim,Sim,L2-25,3470.01,B,True
lead2983@exemplo.com,Masculino,35 - 44,Pós-graduação completa,De 2.500 a 5.000,Administrativo,Não acompanhava,Perdido,Não Fala Outro Idioma,Viagem,Nada impede,Não,3-6 meses,Não,Não,L2-25,3204.69,C,False
lead2984@exemplo.com,Feminino,35 - 44,Médio completo,Mais de 10.000,Tecnologia,Outros,Intermediário,Inglês Básico,Trabalho,Nada impede,Não,>6 meses,Não,Sim,L2-25,3125.38,C,False
lead2985@exemplo.com,Masculino,25 - 34,Médio incompleto,Até 1.500,CLT,Não acompanhava,Avançado,Não Fala Outro Idioma,Intercâmbio,Outros,Não,<1 mês,Sim,Sim,L2-25,2652.19,C,False
lead2986@exemplo.com,Feminino,35 - 44,Médio completo,Até 1.500,Administrativo,Outros,Perdido,Inglês Intermediário ou Avançado,Viagem,Falta de disciplina / foco,Não,3-6 meses,Não,Sim,L2-25,2731.0,C,False
lead2987@exemplo.com,Masculino,+55,Pós-graduação completa,Não tenho renda.,Saúde,Instagram,Perdido,Inglês Intermediário ou Avançado,Trabalho,Nada impede,Não,<1 mês,Não,Sim,L2-25,2636.6,D,False
lead2988@exemplo.com,Feminino,44 - 55,Médio incompleto,Até 1.500,Vendas,Outros,Perdido,Inglês Básico,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Não,Não,L2-25,2249.78,D,False
lead2989@exemplo.com,Feminino,+55,Superior completo,Não tenho renda.,Empreendedorismo,Instagram,Perdido,Não Fala Outro Idioma,Pessoal,Nada impede,Não,3-6 meses,Não,Não,L2-25,3407.68,C,False
lead2990@exemplo.com,Feminino,18 - 24,Pós-graduação completa,Até 1.500,Tecnologia,Instagram,Avançado,Inglês Intermediário ou Avançado,Trabalho,Falta de disciplina / foco,Sim,1-3 meses,Não,Não,L2-25,3066.16,C,False
lead2991@exemplo.com,Masculino,44 - 55,Médio incompleto,De 5.000 a 10.000,Administrativo,Não acompanhava,Iniciante (voltando),Inglês Intermediário ou Avançado,Pessoal,Falta de prática / escuta,Sim,<1 mês,Não,Sim,L2-25,2569.85,D,False
lead2992@exemplo.com,Masculino,+55,Médio completo,Não tenho renda.,Outros,Instagram,Avançado,Inglês Básico,Trabalho,Falta de disciplina / foco,Não,3-6 meses,Não,Sim,L2-25,1902.37,D,False
lead2993@exemplo.com,Feminino,35 - 44,Superior incompleto,Mais de 10.000,Vendas,YouTube,Intermediário,Inglês Intermediário ou Avançado,Viagem,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Sim,L2-25,3381.57,C,False
lead2994@exemplo.com,Feminino,35 - 44,Médio incompleto,De 5.000 a 10.000,Vendas,Facebook,Avançado,Inglês Intermediário ou Avançado,Intercâmbio,Outros,Sim,<1 mês,Sim,Sim,L2-25,2961.51,C,False
lead2995@exemplo.com,Masculino,+55,Pós-graduação completa,Até 1.500,Docência,Não acompanhava,Iniciante (voltando),Outros,Trabalho,Nada impede,Não,<1 mês,Sim,Não,L2-25,2293.13,D,False
lead2996@exemplo.com,Feminino,35 - 44,Médio completo,De 1.500 a 2.500,Empreendedorismo,YouTube,Intermediário,Não Fala Outro Idioma,Viagem,Falta de prática / escuta,Não,<1 mês,Sim,Não,L2-25,3562.23,B,True
lead2997@exemplo.com,Masculino,+55,Fundamental completo,Mais de 10.000,Docência,Não acompanhava,Avançado,Inglês Básico,Todas Alternativas Acima,Falta de prática / escuta,Sim,1-3 meses,Não,Sim,L2-25,2572.62,D,False
lead2998@exemplo.com,Feminino,35 - 44,Pós-graduação completa,Não tenho renda.,Outros,Não acompanhava,Intermediário,Não Fala Outro Idioma,Viagem,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Sim,Não,L2-25,3407.07,C,False
lead2999@exemplo.com,Masculino,18 - 24,Médio completo,De 5.000 a 10.000,Docência,YouTube,Avançado,Inglês Básico,Pessoal,Falta de disciplina / foco,Não,3-6 meses,Não,Sim,L2-25,2215.09,D,False
lead3000@exemplo.com,Masculino,+55,Superior completo,De 1.500 a 2.500,Tecnologia,Não acompanhava,Avançado,Outros,Trabalho,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Não,Não,L2-25,2134.58,D,False
lead3001@exemplo.com,Masculino,35 - 44,Superior completo,De 1.500 a 2.500,Vendas,Facebook,Iniciante (voltando),Inglês Intermediário ou Avançado,Pessoal,Outros,Sim,1-3 meses,Não,Sim,L2-25,2569.4,D,False
lead3002@exemplo.com,Masculino,18 - 24,Superior incompleto,De 1.500 a 2.500,Outros,Outros,Intermediário,Não Fala Outro Idioma,Intercâmbio,Nada impede,Não,>6 meses,Sim,Sim,L2-25,2797.25,C,False
lead3003@exemplo.com,Masculino,18 - 24,Pós-graduação completa,Mais de 10.000,Empreendedorismo,Facebook,Intermediário,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Nada impede,Sim,1-3 meses,Sim,Sim,L2-25,3295.64,C,False
lead3004@exemplo.com,Masculino,25 - 34,Superior completo,Mais de 10.000,Administrativo,YouTube,Avançado,Outros,Viagem,Falta de curso presencial / professor ao vivo,Não,1-3 meses,Sim,Sim,L2-25,2941.66,C,False
lead3005@exemplo.com,Masculino,44 - 55,Superior incompleto,De 2.500 a 5.000,CLT,Instagram,Intermediário,Não Fala Outro Idioma,Trabalho,Falta de disciplina / foco,Sim,1-3 meses,Sim,Sim,L2-25,3083.96,C,False
lead3006@exemplo.com,Feminino,25 - 34,Superior incompleto,Até 1.500,Saúde,Outros,Intermediário,Inglês Básico,Intercâmbio,Nada impede,Sim,1-3 meses,Não,Não,L2-25,2459.28,D,False
lead3007@exemplo.com,Feminino,35 - 44,Superior completo,Até 1.500,Saúde,YouTube,Iniciante (voltando),Outros,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Não,Sim,L2-25,2670.48,C,False
lead3008@exemplo.com,Masculino,44 - 55,Médio completo,Não tenho renda.,Outros,Outros,Iniciante (voltando),Inglês Básico,Trabalho,Nada impede,Não,3-6 meses,Não,Sim,L2-25,1977.15,D,False
lead3009@exemplo.com,Feminino,25 - 34,Superior completo,De 1.500 a 2.500,Empreendedorismo,Não acompanhava,Intermediário,Inglês Intermediário ou Avançado,Viagem,Outros,Não,3-6 meses,Não,Sim,L2-25,2971.06,C,False
lead3010@exemplo.com,Masculino,35 - 44,Médio completo,Até 1.500,Administrativo,Não acompanhava,Avançado,Inglês Básico,Pessoal,Falta de disciplina / foco,Sim,3-6 meses,Não,Sim,L2-25,2026.55,D,False
lead3011@exemplo.com,Feminino,25 - 34,Pós-graduação completa,Mais de 10.000,Empreendedorismo,Outros,Avançado,Inglês Básico,Trabalho,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Não,Não,L2-25,3610.07,B,True
lead3012@exemplo.com,Masculino,25 - 34,Superior completo,Até 1.500,Docência,Instagram,Iniciante (voltando),Inglês Básico,Todas Alternativas Acima,Falta de prática / escuta,Não,<1 mês,Sim,Não,L2-25,2125.7,D,False
lead3013@exemplo.com,Feminino,25 - 34,Pós-graduação completa,Não tenho renda.,CLT,Facebook,Avançado,Outros,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,1-3 meses,Sim,Não,L2-25,2885.89,C,False
lead3014@exemplo.com,Masculino,44 - 55,Superior incompleto,De 2.500 a 5.000,Tecnologia,Instagram,Iniciante (voltando),Outros,Trabalho,Outros,Sim,<1 mês,Sim,Sim,L2-25,2239.79,D,False
lead3015@exemplo.com,Masculino,25 - 34,Médio completo,Até 1.500,Vendas,Outros,Avançado,Outros,Trabalho,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Não,L2-25,1860.87,D,False
lead3016@exemplo.com,Feminino,35 - 44,Médio completo,De 1.500 a 2.500,Docência,Não acompanhava,Iniciante (voltando),Outros,Pessoal,Outros,Não,>6 meses,Sim,Não,L2-25,2526.18,D,False
lead3017@exemplo.com,Masculino,18 - 24,Superior incompleto,De 5.000 a 10.000,Saúde,Não acompanhava,Iniciante (voltando),Inglês Básico,Todas Alternativas Acima,Outros,Não,<1 mês,Sim,Não,L2-25,1835.27,D,False
lead3018@exemplo.com,Feminino,25 - 34,Médio incompleto,De 5.000 a 10.000,Docência,Outros,Iniciante (voltando),Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de disciplina / foco,Não,>6 meses,Não,Sim,L2-25,3084.71,C,False
lead3019@exemplo.com,Masculino,25 - 34,Superior incompleto,De 2.500 a 5.000,CLT,Instagram,Avançado,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Nada impede,Não,<1 mês,Não,Sim,L2-25,2556.46,D,False
lead3020@exemplo.com,Feminino,35 - 44,Médio completo,De 5.000 a 10.000,Administrativo,Outros,Avançado,Inglês Básico,Intercâmbio,Falta de disciplina / foco,Não,3-6 meses,Não,Não,L2-25,2817.15,C,False
lead3021@exemplo.com,Feminino,+55,Superior completo,De 5.000 a 10.000,Administrativo,Outros,Avançado,Não Fala Outro Idioma,Viagem,Outros,Sim,<1 mês,Sim,Não,L2-25,3869.95,B,True
lead3022@exemplo.com,Masculino,44 - 55,Médio completo,Mais de 10.000,Saúde,Instagram,Iniciante (voltando),Outros,Intercâmbio,Falta de disciplina / foco,Não,3-6 meses,Não,Não,L2-25,2815.98,C,False
