email,genero,faixa_etaria,escolaridade_categoria,renda_media,profissao_categoria,onde_acompanha_conteudo,nivel_idioma,fala_outro_idioma_categoria,motivo_fluencia_espanhol_categoria,problema_aprender_categoria,investir_portal_vhe,tempo_antes_redes_sociais,fez_curso_espanhol,ouviu_falar_portal_vhe
lead3441@exemplo.com,Masculino,+55,Médio,5k-10k,Desempregado,Instagram,Avançado,Não,Pessoal,Falta de disciplina,Sim,3-6 meses,Não,Não
lead3442@exemplo.com,Masculino,+55,Médio,+10k,Estudante,Instagram,Intermediário,Sim,Viagem,Falta de disciplina,Sim,>6 meses,Não,Não
lead3443@exemplo.com,Feminino,25-34,Médio,<2k,Desempregado,YouTube,Intermediário,Sim,Viagem,Nenhum,Sim,>6 meses,Sim,Não
lead3444@exemplo.com,Feminino,18-24,Fundamental,+10k,Empreendedor,LinkedIn,Intermediário,Sim,Trabalho,Nenhum,Não,>6 meses,Não,Não
lead3445@exemplo.com,Feminino,35-44,Superior,5k-10k,Empreendedor,Facebook,Iniciante,Não,Pessoal,Falta de tempo,Não,3-6 meses,Sim,Não
lead3446@exemplo.com,Masculino,45-54,Pós,2k-5k,Desempregado,Facebook,Iniciante,Sim,Trabalho,Falta de tempo,Não,<1 mês,Não,Não
lead3447@exemplo.com,Masculino,25-34,Médio,2k-5k,Desempregado,LinkedIn,Intermediário,Sim,Viagem,Falta de disciplina,Sim,<1 mês,Sim,Não
lead3448@exemplo.com,Feminino,35-44,Superior,5k-10k,Empreendedor,YouTube,Iniciante,Não,Viagem,Falta de tempo,Não,<1 mês,Não,Não
lead3449@exemplo.com,Feminino,35-44,Pós,2k-5k,Desempregado,Facebook,Avançado,Não,Pessoal,Nenhum,Sim,>6 meses,Sim,Não
lead3450@exemplo.com,Feminino,45-54,Superior,+10k,Desempregado,LinkedIn,Intermediário,Não,Trabalho,Falta de disciplina,Sim,1-3 meses,Sim,Não
lead3451@exemplo.com,Masculino,35-44,Fundamental,2k-5k,Estudante,LinkedIn,Avançado,Sim,Viagem,Falta de tempo,Não,>6 meses,Não,Não
lead3452@exemplo.com,Feminino,18-24,Fundamental,2k-5k,Empreendedor,YouTube,Iniciante,Não,Trabalho,Falta de disciplina,Sim,<1 mês,Não,Não
lead3453@exemplo.com,Feminino,18-24,Fundamental,+10k,CLT,LinkedIn,Intermediário,Sim,Trabalho,Nenhum,Sim,3-6 meses,Sim,Não
lead3454@exemplo.com,Masculino,18-24,Médio,+10k,Estudante,Facebook,Iniciante,Sim,Trabalho,Falta de tempo,Não,1-3 meses,Não,Não
lead3455@exemplo.com,Feminino,35-44,Pós,+10k,CLT,Instagram,Avançado,Sim,Trabalho,Falta de tempo,Não,1-3 meses,Sim,Não
lead3456@exemplo.com,Masculino,18-24,Fundamental,<2k,Desempregado,YouTube,Iniciante,Sim,Trabalho,Falta de tempo,Sim,>6 meses,Sim,Sim
lead3457@exemplo.com,Masculino,45-54,Médio,+10k,Desempregado,LinkedIn,Avançado,Sim,Pessoal,Nenhum,Não,3-6 meses,Não,Sim
lead3458@exemplo.com,Masculino,35-44,Médio,+10k,CLT,YouTube,Iniciante,Não,Pessoal,Falta de disciplina,Não,1-3 meses,Não,Não
lead3459@exemplo.com,Feminino,+55,Médio,<2k,Desempregado,LinkedIn,Avançado,Sim,Trabalho,Falta de tempo,Não,<1 mês,Não,Não
lead3460@exemplo.com,Feminino,35-44,Médio,2k-5k,Desempregado,Instagram,Iniciante,Sim,Pessoal,Falta de disciplina,Sim,>6 meses,Sim,Sim
lead3461@exemplo.com,Masculino,45-54,Fundamental,+10k,Estudante,YouTube,Intermediário,Sim,Viagem,Falta de disciplina,Sim,>6 meses,Não,Sim
lead3462@exemplo.com,Feminino,+55,Médio,5k-10k,CLT,LinkedIn,Intermediário,Sim,Trabalho,Falta de disciplina,Não,<1 mês,Não,Não
lead3463@exemplo.com,Feminino,35-44,Fundamental,+10k,Estudante,Instagram,Iniciante,Sim,Pessoal,Nenhum,Sim,<1 mês,Não,Não
lead3464@exemplo.com,Feminino,18-24,Fundamental,+10k,CLT,Facebook,Avançado,Não,Pessoal,Nenhum,Sim,<1 mês,Sim,Sim
lead3465@exemplo.com,Feminino,25-34,Médio,<2k,Estudante,LinkedIn,Iniciante,Sim,Viagem,Falta de tempo,Não,1-3 meses,Não,Não
lead3466@exemplo.com,Masculino,25-34,Fundamental,5k-10k,Empreendedor,Instagram,Intermediário,Sim,Viagem,Falta de tempo,Não,3-6 meses,Não,Sim
lead3467@exemplo.com,Feminino,18-24,Pós,2k-5k,Empreendedor,Instagram,Avançado,Sim,Viagem,Falta de disciplina,Não,1-3 meses,Sim,Não
lead3468@exemplo.com,Masculino,25-34,Pós,2k-5k,CLT,YouTube,Iniciante,Sim,Viagem,Falta de disciplina,Sim,3-6 meses,Não,Sim
lead3469@exemplo.com,Masculino,25-34,Superior,5k-10k,Empreendedor,LinkedIn,Iniciante,Não,Trabalho,Falta de disciplina,Sim,>6 meses,Sim,Não
lead3470@exemplo.com,Feminino,18-24,Pós,+10k,Estudante,Facebook,Avançado,Sim,Pessoal,Nenhum,Sim,3-6 meses,Não,Não
lead3471@exemplo.com,Masculino,18-24,Fundamental,<2k,CLT,LinkedIn,Iniciante,Sim,Pessoal,Nenhum,Sim,<1 mês,Sim,Sim
lead3472@exemplo.com,Feminino,35-44,Fundamental,5k-10k,Empreendedor,Instagram,Intermediário,Sim,Viagem,Falta de tempo,Não,1-3 meses,Sim,Não
lead3473@exemplo.com,Feminino,35-44,Pós,5k-10k,Empreendedor,Facebook,Intermediário,Sim,Pessoal,Falta de disciplina,Não,<1 mês,Sim,Sim
lead3474@exemplo.com,Masculino,18-24,Médio,2k-5k,CLT,Instagram,Avançado,Não,Pessoal,Falta de disciplina,Não,>6 meses,Não,Sim
lead3475@exemplo.com,Masculino,45-54,Médio,<2k,Empreendedor,YouTube,Iniciante,Não,Pessoal,Nenhum,Não,1-3 meses,Não,Sim
lead3476@exemplo.com,Masculino,25-34,Fundamental,5k-10k,Empreendedor,LinkedIn,Iniciante,Não,Viagem,Falta de tempo,Não,1-3 meses,Sim,Não
lead3477@exemplo.com,Masculino,35-44,Médio,<2k,CLT,Instagram,Intermediário,Sim,Pessoal,Falta de disciplina,Sim,<1 mês,Não,Sim
lead3478@exemplo.com,Feminino,25-34,Superior,+10k,Empreendedor,Instagram,Avançado,Não,Pessoal,Falta de disciplina,Não,1-3 meses,Não,Não
lead3479@exemplo.com,Feminino,+55,Superior,2k-5k,Empreendedor,LinkedIn,Avançado,Não,Pessoal,Falta de tempo,Sim,<1 mês,Não,Sim
lead3480@exemplo.com,Feminino,18-24,Pós,+10k,Empreendedor,Facebook,Avançado,Não,Trabalho,Falta de disciplina,Sim,3-6 meses,Sim,Sim
lead3481@exemplo.com,Masculino,45-54,Pós,<2k,Empreendedor,Instagram,Intermediário,Não,Trabalho,Nenhum,Não,>6 meses,Não,Sim
lead3482@exemplo.com,Masculino,+55,Médio,+10k,Desempregado,LinkedIn,Intermediário,Não,Pessoal,Falta de tempo,Sim,<1 mês,Sim,Sim
lead3483@exemplo.com,Masculino,+55,Fundamental,2k-5k,CLT,YouTube,Avançado,Sim,Pessoal,Falta de disciplina,Sim,>6 meses,Sim,Não
lead3484@exemplo.com,Feminino,+55,Pós,<2k,Desempregado,YouTube,Avançado,Não,Pessoal,Falta de disciplina,Não,1-3 meses,Não,Não
lead3485@exemplo.com,Masculino,18-24,Superior,5k-10k,Desempregado,LinkedIn,Iniciante,Não,Pessoal,Nenhum,Sim,>6 meses,Não,Não
lead3486@exemplo.com,Feminino,35-44,Pós,+10k,Estudante,Instagram,Iniciante,Não,Pessoal,Nenhum,Não,>6 meses,Sim,Não
lead3487@exemplo.com,Masculino,18-24,Pós,2k-5k,Desempregado,LinkedIn,Avançado,Sim,Pessoal,Nenhum,Não,>6 meses,Não,Não
lead3488@exemplo.com,Feminino,35-44,Superior,5k-10k,Desempregado,LinkedIn,Intermediário,Sim,Trabalho,Falta de disciplina,Sim,1-3 meses,Não,Não
lead3489@exemplo.com,Feminino,+55,Fundamental,2k-5k,Estudante,Instagram,Intermediário,Não,Viagem,Falta de disciplina,Sim,3-6 meses,Sim,Sim
lead3490@exemplo.com,Masculino,+55,Pós,<2k,Empreendedor,Facebook,Iniciante,Sim,Pessoal,Falta de disciplina,Não,3-6 meses,Não,Não
lead3491@exemplo.com,Masculino,45-54,Pós,<2k,Empreendedor,Facebook,Avançado,Sim,Pessoal,Falta de tempo,Sim,3-6 meses,Sim,Não
lead3492@exemplo.com,Feminino,35-44,Pós,+10k,Desempregado,YouTube,Intermediário,Não,Pessoal,Nenhum,Não,<1 mês,Sim,Não
lead3493@exemplo.com,Feminino,+55,Médio,2k-5k,Estudante,Facebook,Intermediário,Sim,Viagem,Falta de tempo,Não,<1 mês,Não,Não
lead3494@exemplo.com,Masculino,25-34,Pós,2k-5k,Empreendedor,LinkedIn,Intermediário,Não,Pessoal,Nenhum,Não,1-3 meses,Sim,Não
lead3495@exemplo.com,Masculino,45-54,Superior,2k-5k,Estudante,Instagram,Intermediário,Não,Pessoal,Falta de disciplina,Não,3-6 meses,Não,Não
lead3496@exemplo.com,Feminino,18-24,Fundamental,<2k,CLT,YouTube,Iniciante,Não,Viagem,Falta de tempo,Não,>6 meses,Não,Sim
lead3497@exemplo.com,Masculino,45-54,Fundamental,+10k,CLT,Facebook,Intermediário,Sim,Pessoal,Falta de tempo,Não,3-6 meses,Não,Sim
lead3498@exemplo.com,Feminino,25-34,Superior,2k-5k,CLT,LinkedIn,Intermediário,Não,Viagem,Nenhum,Sim,<1 mês,Sim,Não
lead3499@exemplo.com,Feminino,35-44,Médio,2k-5k,CLT,YouTube,Avançado,Não,Viagem,Falta de tempo,Não,1-3 meses,Sim,Sim
lead3500@exemplo.com,Masculino,18-24,Superior,5k-10k,Desempregado,Instagram,Avançado,Sim,Pessoal,Falta de tempo,Sim,3-6 meses,Sim,Não
lead3501@exemplo.com,Masculino,18-24,Fundamental,2k-5k,CLT,Facebook,Iniciante,Não,Trabalho,Falta de disciplina,Sim,<1 mês,Não,Sim
lead3502@exemplo.com,Masculino,35-44,Superior,+10k,CLT,LinkedIn,Iniciante,Sim,Trabalho,Nenhum,Sim,<1 mês,Não,Não
lead3503@exemplo.com,Masculino,45-54,Médio,5k-10k,Estudante,Instagram,Iniciante,Sim,Pessoal,Falta de tempo,Não,>6 meses,Sim,Sim
lead3504@exemplo.com,Masculino,+55,Fundamental,5k-10k,Empreendedor,LinkedIn,Iniciante,Não,Viagem,Falta de disciplina,Não,3-6 meses,Não,Sim
lead3505@exemplo.com,Feminino,45-54,Médio,5k-10k,Estudante,LinkedIn,Intermediário,Sim,Viagem,Falta de tempo,Sim,>6 meses,Não,Não
lead3506@exemplo.com,Feminino,25-34,Superior,<2k,Desempregado,LinkedIn,Avançado,Não,Viagem,Falta de disciplina,Não,3-6 meses,Sim,Não
lead3507@exemplo.com,Masculino,+55,Pós,5k-10k,CLT,Instagram,Intermediário,Sim,Pessoal,Falta de tempo,Sim,1-3 meses,Sim,Sim
lead3508@exemplo.com,Masculino,45-54,Superior,2k-5k,Empreendedor,YouTube,Intermediário,Sim,Trabalho,Falta de disciplina,Não,3-6 meses,Sim,Não
lead3509@exemplo.com,Masculino,35-44,Médio,<2k,Empreendedor,LinkedIn,Intermediário,Sim,Viagem,Falta de disciplina,Não,>6 meses,Não,Não
lead3510@exemplo.com,Feminino,25-34,Superior,<2k,CLT,YouTube,Avançado,Sim,Viagem,Nenhum,Não,>6 meses,Não,Não
lead3511@exemplo.com,Masculino,25-34,Pós,<2k,CLT,YouTube,Iniciante,Não,Pessoal,Falta de disciplina,Sim,<1 mês,Não,Não
lead3512@exemplo.com,Masculino,25-34,Médio,<2k,Desempregado,Facebook,Iniciante,Não,Trabalho,Falta de tempo,Sim,3-6 meses,Sim,Não
lead3513@exemplo.com,Feminino,+55,Superior,<2k,Desempregado,Facebook,Avançado,Sim,Trabalho,Falta de disciplina,Sim,3-6 meses,Sim,Não
lead3514@exemplo.com,Feminino,18-24,Médio,<2k,CLT,YouTube,Avançado,Não,Pessoal,Falta de disciplina,Não,1-3 meses,Sim,Sim
lead3515@exemplo.com,Masculino,+55,Médio,<2k,CLT,Facebook,Iniciante,Não,Trabalho,Falta de tempo,Não,<1 mês,Sim,Não
lead3516@exemplo.com,Masculino,45-54,Fundamental,5k-10k,CLT,Facebook,Intermediário,Não,Pessoal,Falta de tempo,Sim,>6 meses,Não,Não
lead3517@exemplo.com,Masculino,18-24,Fundamental,+10k,CLT,YouTube,Iniciante,Não,Viagem,Falta de disciplina,Sim,3-6 meses,Sim,Sim
lead3518@exemplo.com,Feminino,45-54,Médio,2k-5k,Empreendedor,Instagram,Avançado,Não,Pessoal,Falta de tempo,Sim,<1 mês,Não,Sim
lead3519@exemplo.com,Masculino,18-24,Superior,2k-5k,Desempregado,Facebook,Iniciante,Não,Viagem,Falta de disciplina,Não,1-3 meses,Sim,Sim
lead3520@exemplo.com,Masculino,+55,Superior,5k-10k,CLT,Facebook,Iniciante,Não,Pessoal,Falta de disciplina,Sim,<1 mês,Não,Não
lead3521@exemplo.com,Masculino,25-34,Superior,5k-10k,CLT,Instagram,Iniciante,Sim,Viagem,Falta de disciplina,Não,3-6 meses,Sim,Sim
lead3522@exemplo.com,Feminino,35-44,Pós,<2k,Empreendedor,Instagram,Avançado,Não,Viagem,Falta de tempo,Não,3-6 meses,Não,Sim
lead3523@exemplo.com,Feminino,25-34,Médio,+10k,Estudante,Instagram,Avançado,Sim,Pessoal,Nenhum,Sim,1-3 meses,Não,Sim
lead3524@exemplo.com,Masculino,+55,Médio,<2k,CLT,YouTube,Iniciante,Sim,Viagem,Nenhum,Não,1-3 meses,Sim,Sim
lead3525@exemplo.com,Masculino,18-24,Pós,5k-10k,Empreendedor,Instagram,Iniciante,Sim,Trabalho,Falta de disciplina,Não,1-3 meses,Não,Sim
lead3526@exemplo.com,Feminino,25-34,Médio,<2k,Empreendedor,YouTube,Intermediário,Não,Pessoal,Falta de disciplina,Não,>6 meses,Sim,Sim
lead3527@exemplo.com,Feminino,+55,Médio,2k-5k,Estudante,LinkedIn,Intermediário,Não,Trabalho,Falta de tempo,Não,<1 mês,Não,Sim
lead3528@exemplo.com,Feminino,45-54,Pós,2k-5k,Desempregado,LinkedIn,Iniciante,Sim,Viagem,Nenhum,Sim,<1 mês,Sim,Sim
lead3529@exemplo.com,Feminino,35-44,Fundamental,<2k,Desempregado,Instagram,Avançado,Sim,Viagem,Nenhum,Não,<1 mês,Sim,Não
lead3530@exemplo.com,Feminino,25-34,Médio,+10k,Desempregado,Instagram,Intermediário,Não,Viagem,Nenhum,Sim,>6 meses,Sim,Não
lead3531@exemplo.com,Feminino,18-24,Pós,<2k,CLT,LinkedIn,Iniciante,Não,Pessoal,Falta de tempo,Não,<1 mês,Não,Sim
lead3532@exemplo.com,Feminino,45-54,Superior,<2k,Desempregado,YouTube,Intermediário,Não,Viagem,Falta de tempo,Sim,1-3 meses,Não,Não
lead3533@exemplo.com,Feminino,+55,Fundamental,+10k,CLT,YouTube,Intermediário,Sim,Trabalho,Falta de tempo,Não,<1 mês,Sim,Não
lead3534@exemplo.com,Feminino,35-44,Superior,+10k,CLT,Instagram,Intermediário,Sim,Trabalho,Falta de disciplina,Sim,>6 meses,Não,Não
lead3535@exemplo.com,Masculino,18-24,Médio,+10k,Empreendedor,Instagram,Avançado,Não,Pessoal,Falta de tempo,Não,>6 meses,Sim,Sim
lead3536@exemplo.com,Masculino,+55,Fundamental,2k-5k,Desempregado,Instagram,Iniciante,Não,Trabalho,Falta de disciplina,Sim,<1 mês,Não,Sim
lead3537@exemplo.com,Masculino,+55,Pós,<2k,Desempregado,LinkedIn,Avançado,Sim,Pessoal,Falta de disciplina,Sim,>6 meses,Sim,Não
lead3538@exemplo.com,Feminino,25-34,Médio,5k-10k,Desempregado,Facebook,Avançado,Não,Pessoal,Falta de disciplina,Sim,>6 meses,Sim,Sim
lead3539@exemplo.com,Masculino,25-34,Pós,+10k,CLT,Instagram,Intermediário,Não,Viagem,Falta de disciplina,Não,<1 mês,Sim,Não
lead3540@exemplo.com,Feminino,18-24,Fundamental,+10k,CLT,YouTube,Iniciante,Sim,Trabalho,Falta de tempo,Não,>6 meses,Sim,Sim
lead3541@exemplo.com,Feminino,+55,Superior,<2k,Desempregado,Facebook,Intermediário,Sim,Trabalho,Falta de tempo,Sim,>6 meses,Sim,Não
lead3542@exemplo.com,Masculino,25-34,Médio,5k-10k,CLT,YouTube,Avançado,Sim,Trabalho,Nenhum,Não,<1 mês,Não,Sim
lead3543@exemplo.com,Feminino,35-44,Médio,<2k,CLT,Facebook,Avançado,Sim,Viagem,Nenhum,Sim,1-3 meses,Não,Sim
lead3544@exemplo.com,Masculino,35-44,Pós,<2k,Estudante,LinkedIn,Iniciante,Não,Pessoal,Falta de disciplina,Sim,1-3 meses,Não,Não
lead3545@exemplo.com,Masculino,+55,Fundamental,+10k,Estudante,Facebook,Avançado,Sim,Trabalho,Nenhum,Não,>6 meses,Não,Não
lead3546@exemplo.com,Masculino,25-34,Pós,+10k,Desempregado,YouTube,Avançado,Não,Trabalho,Nenhum,Não,3-6 meses,Sim,Não
lead3547@exemplo.com,Feminino,18-24,Fundamental,2k-5k,Desempregado,Facebook,Iniciante,Não,Trabalho,Nenhum,Não,3-6 meses,Sim,Não
lead3548@exemplo.com,Masculino,18-24,Médio,5k-10k,Estudante,LinkedIn,Intermediário,Não,Trabalho,Falta de disciplina,Não,<1 mês,Sim,Sim
lead3549@exemplo.com,Feminino,18-24,Fundamental,5k-10k,CLT,YouTube,Iniciante,Sim,Viagem,Nenhum,Não,<1 mês,Não,Sim
lead3550@exemplo.com,Masculino,35-44,Médio,+10k,CLT,Instagram,Avançado,Sim,Pessoal,Falta de tempo,Não,1-3 meses,Sim,Não
lead3551@exemplo.com,Masculino,25-34,Fundamental,+10k,Empreendedor,Facebook,Iniciante,Não,Trabalho,Falta de disciplina,Sim,3-6 meses,Não,Não
lead3552@exemplo.com,Masculino,25-34,Superior,+10k,Desempregado,YouTube,Intermediário,Não,Trabalho,Falta de tempo,Sim,<1 mês,Não,Sim
lead3553@exemplo.com,Feminino,35-44,Fundamental,5k-10k,Desempregado,Facebook,Avançado,Sim,Pessoal,Falta de disciplina,Sim,3-6 meses,Não,Sim
lead3554@exemplo.com,Feminino,18-24,Superior,2k-5k,Desempregado,LinkedIn,Intermediário,Não,Viagem,Falta de tempo,Não,3-6 meses,Sim,Sim
lead3555@exemplo.com,Feminino,18-24,Fundamental,5k-10k,Empreendedor,YouTube,Intermediário,Não,Viagem,Nenhum,Sim,>6 meses,Não,Sim
lead3556@exemplo.com,Masculino,+55,Fundamental,+10k,Empreendedor,Instagram,Iniciante,Não,Viagem,Falta de disciplina,Não,>6 meses,Não,Não
lead3557@exemplo.com,Masculino,45-54,Pós,+10k,CLT,Instagram,Intermediário,Não,Viagem,Falta de tempo,Não,3-6 meses,Não,Não
lead3558@exemplo.com,Feminino,25-34,Pós,2k-5k,Estudante,Facebook,Iniciante,Não,Trabalho,Falta de disciplina,Não,1-3 meses,Não,Sim
lead3559@exemplo.com,Feminino,25-34,Médio,<2k,Estudante,LinkedIn,Iniciante,Não,Pessoal,Falta de tempo,Sim,<1 mês,Não,Sim
lead3560@exemplo.com,Feminino,25-34,Pós,<2k,Estudante,LinkedIn,Intermediário,Não,Pessoal,Nenhum,Sim,<1 mês,Sim,Não
lead3561@exemplo.com,Feminino,45-54,Fundamental,5k-10k,CLT,Facebook,Iniciante,Não,Pessoal,Falta de disciplina,Não,1-3 meses,Não,Não
lead3562@exemplo.com,Feminino,+55,Pós,<2k,Estudante,YouTube,Iniciante,Sim,Viagem,Falta de disciplina,Sim,>6 meses,Não,Sim
lead3563@exemplo.com,Feminino,45-54,Fundamental,<2k,Empreendedor,YouTube,Intermediário,Sim,Viagem,Falta de tempo,Não,>6 meses,Não,Não
lead3564@exemplo.com,Masculino,18-24,Superior,5k-10k,Empreendedor,Facebook,Avançado,Não,Pessoal,Falta de tempo,Não,1-3 meses,Sim,Não
lead3565@exemplo.com,Feminino,18-24,Fundamental,+10k,Desempregado,YouTube,Iniciante,Não,Trabalho,Nenhum,Sim,1-3 meses,Não,Sim
lead3566@exemplo.com,Masculino,25-34,Médio,<2k,Estudante,YouTube,Iniciante,Sim,Viagem,Falta de tempo,Não,>6 meses,Sim,Não
lead3567@exemplo.com,Masculino,35-44,Superior,+10k,Empreendedor,YouTube,Intermediário,Sim,Trabalho,Falta de tempo,Não,3-6 meses,Não,Sim
lead3568@exemplo.com,Feminino,25-34,Médio,5k-10k,Desempregado,Facebook,Iniciante,Sim,Pessoal,Falta de tempo,Não,>6 meses,Sim,Sim
lead3569@exemplo.com,Feminino,35-44,Médio,+10k,Estudante,Instagram,Intermediário,Não,Viagem,Nenhum,Não,3-6 meses,Sim,Sim
lead3570@exemplo.com,Masculino,45-54,Médio,+10k,Estudante,LinkedIn,Avançado,Sim,Trabalho,Nenhum,Sim,<1 mês,Sim,Não
lead3571@exemplo.com,Feminino,18-24,Pós,5k-10k,Empreendedor,Instagram,Avançado,Sim,Viagem,Falta de disciplina,Sim,<1 mês,Não,Não
lead3572@exemplo.com,Feminino,35-44,Médio,+10k,Desempregado,YouTube,Intermediário,Não,Pessoal,Nenhum,Não,3-6 meses,Não,Não
lead3573@exemplo.com,Masculino,45-54,Superior,<2k,Desempregado,Facebook,Avançado,Sim,Pessoal,Falta de tempo,Não,3-6 meses,Não,Sim
lead3574@exemplo.com,Masculino,18-24,Fundamental,<2k,Empreendedor,LinkedIn,Intermediário,Não,Pessoal,Falta de disciplina,Não,>6 meses,Não,Não
lead3575@exemplo.com,Masculino,35-44,Médio,<2k,Empreendedor,YouTube,Iniciante,Sim,Trabalho,Nenhum,Sim,1-3 meses,Sim,Não
lead3576@exemplo.com,Feminino,25-34,Superior,<2k,Empreendedor,LinkedIn,Avançado,Sim,Viagem,Nenhum,Sim,3-6 meses,Não,Sim
lead3577@exemplo.com,Masculino,25-34,Médio,+10k,Estudante,LinkedIn,Iniciante,Sim,Viagem,Falta de tempo,Sim,<1 mês,Não,Não
lead3578@exemplo.com,Feminino,25-34,Fundamental,<2k,Empreendedor,Instagram,Iniciante,Sim,Viagem,Falta de tempo,Sim,>6 meses,Sim,Não
lead3579@exemplo.com,Masculino,45-54,Superior,+10k,Empreendedor,YouTube,Intermediário,Sim,Pessoal,Nenhum,Sim,<1 mês,Sim,Sim
lead3580@exemplo.com,Masculino,25-34,Superior,2k-5k,CLT,LinkedIn,Avançado,Não,Trabalho,Falta de disciplina,Não,>6 meses,Sim,Não
lead3581@exemplo.com,Masculino,+55,Fundamental,+10k,Empreendedor,Instagram,Avançado,Não,Pessoal,Falta de tempo,Sim,1-3 meses,Sim,Não
lead3582@exemplo.com,Feminino,18-24,Superior,<2k,Empreendedor,Facebook,Iniciante,Sim,Pessoal,Nenhum,Sim,1-3 meses,Não,Não
lead3583@exemplo.com,Feminino,45-54,Fundamental,2k-5k,Estudante,LinkedIn,Iniciante,Não,Trabalho,Nenhum,Não,<1 mês,Não,Não
lead3584@exemplo.com,Masculino,25-34,Superior,5k-10k,Desempregado,YouTube,Intermediário,Sim,Pessoal,Falta de tempo,Sim,3-6 meses,Sim,Não
lead3585@exemplo.com,Masculino,18-24,Superior,+10k,Estudante,Facebook,Avançado,Sim,Pessoal,Falta de disciplina,Não,3-6 meses,Sim,Não
lead3586@exemplo.com,Masculino,35-44,Fundamental,<2k,CLT,LinkedIn,Intermediário,Sim,Viagem,Falta de disciplina,Não,<1 mês,Não,Sim
lead3587@exemplo.com,Feminino,25-34,Fundamental,<2k,Empreendedor,LinkedIn,Intermediário,Sim,Trabalho,Falta de disciplina,Sim,3-6 meses,Sim,Sim
lead3588@exemplo.com,Masculino,18-24,Superior,<2k,Empreendedor,YouTube,Intermediário,Sim,Trabalho,Falta de tempo,Sim,3-6 meses,Sim,Sim
lead3589@exemplo.com,Feminino,+55,Superior,5k-10k,Empreendedor,LinkedIn,Avançado,Não,Viagem,Falta de tempo,Sim,<1 mês,Sim,Não
lead3590@exemplo.com,Masculino,35-44,Fundamental,2k-5k,Empreendedor,YouTube,Intermediário,Não,Trabalho,Falta de tempo,Sim,<1 mês,Não,Sim
lead3591@exemplo.com,Masculino,+55,Pós,2k-5k,Empreendedor,YouTube,Avançado,Não,Viagem,Falta de disciplina,Não,1-3 meses,Não,Sim
lead3592@exemplo.com,Masculino,18-24,Fundamental,<2k,Empreendedor,YouTube,Intermediário,Não,Pessoal,Falta de disciplina,Não,<1 mês,Não,Sim
lead3593@exemplo.com,Masculino,+55,Superior,+10k,CLT,YouTube,Iniciante,Sim,Trabalho,Falta de tempo,Sim,1-3 meses,Sim,Não
lead3594@exemplo.com,Masculino,18-24,Superior,<2k,Empreendedor,LinkedIn,Intermediário,Não,Trabalho,Falta de tempo,Não,1-3 meses,Não,Sim
lead3595@exemplo.com,Masculino,18-24,Superior,<2k,Empreendedor,Facebook,Intermediário,Sim,Pessoal,Falta de tempo,Não,>6 meses,Sim,Não
lead3596@exemplo.com,Feminino,+55,Fundamental,+10k,Empreendedor,Facebook,Avançado,Sim,Pessoal,Falta de disciplina,Não,3-6 meses,Não,Sim
lead3597@exemplo.com,Masculino,18-24,Superior,<2k,CLT,Instagram,Iniciante,Não,Trabalho,Nenhum,Sim,<1 mês,Sim,Sim
lead3598@exemplo.com,Feminino,25-34,Pós,5k-10k,Empreendedor,YouTube,Iniciante,Não,Trabalho,Nenhum,Não,3-6 meses,Sim,Sim
lead3599@exemplo.com,Masculino,18-24,Médio,<2k,CLT,LinkedIn,Avançado,Sim,Trabalho,Falta de disciplina,Não,>6 meses,Não,Sim
lead3600@exemplo.com,Masculino,45-54,Pós,5k-10k,Estudante,LinkedIn,Avançado,Sim,Viagem,Falta de tempo,Não,<1 mês,Não,Não
lead3601@exemplo.com,Feminino,18-24,Fundamental,<2k,Empreendedor,Instagram,Iniciante,Sim,Trabalho,Falta de tempo,Sim,<1 mês,Sim,Sim
lead3602@exemplo.com,Masculino,45-54,Superior,2k-5k,Desempregado,Facebook,Avançado,Não,Trabalho,Falta de tempo,Não,>6 meses,Sim,Sim
lead3603@exemplo.com,Feminino,18-24,Fundamental,+10k,CLT,LinkedIn,Iniciante,Sim,Pessoal,Falta de tempo,Não,3-6 meses,Sim,Sim
lead3604@exemplo.com,Feminino,18-24,Médio,2k-5k,Estudante,Instagram,Intermediário,Sim,Pessoal,Falta de disciplina,Não,1-3 meses,Sim,Não
lead3605@exemplo.com,Masculino,+55,Fundamental,<2k,CLT,Facebook,Intermediário,Sim,Viagem,Nenhum,Não,>6 meses,Sim,Sim
lead3606@exemplo.com,Feminino,25-34,Superior,<2k,CLT,LinkedIn,Iniciante,Sim,Pessoal,Nenhum,Não,>6 meses,Não,Sim
lead3607@exemplo.com,Feminino,25-34,Médio,5k-10k,Estudante,YouTube,Iniciante,Não,Trabalho,Falta de disciplina,Não,<1 mês,Sim,Não
lead3608@exemplo.com,Masculino,35-44,Médio,<2k,Empreendedor,Instagram,Intermediário,Não,Trabalho,Falta de tempo,Não,1-3 meses,Não,Não
lead3609@exemplo.com,Feminino,+55,Superior,<2k,Empreendedor,LinkedIn,Intermediário,Sim,Viagem,Nenhum,Sim,>6 meses,Não,Sim
lead3610@exemplo.com,Masculino,+55,Superior,<2k,CLT,Instagram,Iniciante,Não,Pessoal,Falta de disciplina,Sim,3-6 meses,Não,Sim
lead3611@exemplo.com,Masculino,25-34,Superior,2k-5k,Estudante,Instagram,Avançado,Sim,Pessoal,Falta de tempo,Sim,>6 meses,Não,Sim
